text,page_number
"In the course of any calendar year there can be changes in the 
number of supplier factories we work with, depending on the 
market forecasts and the suppliers business performance. The 
data we are reporting here is a snapshot in time capturing the 
situation on 31 December of each year.
",61
"NUMBER OF SUPPLIER FACTORIES 
EXCLUDING OWN FACTORIES AND LICENSEE FACTORIES
",61
"SUPPLIER FACTORIES BY REGION IN 2016 
EXCLUDING OWN FACTORIES AND LICENSEE FACTORIES
",61
"The total number of factories we worked with in 2016 
decreased slightly by 4% compared to the previous year.
",61
"2016 saw a further reduction in the number of suppliers making 
products in China, Thailand, and Taiwan, mainly due to local 
sourcing integration and consolidation of factory operations by 
our key business partners. Due to the increase in the companys 
sales last year, the number of factories in Indonesia, Vietnam, 
and Myanmar, which is a newly developing sourcing location, has 
increased. Overall supplier numbers in EMEA remained stable. 
The number of factories in the Americas increased slightly due 
to the onboarding of new US embellishers.
",61
"We update our global supplier lists (including primary suppliers, 
subcontractors and licensees) twice a year on our website. 
",61
"1  Independent supplier production sites of  adidas, excluding licensee factories and own production sites.
",62
"1 This may include factories that produce for both  adidas directly and for licensees/agents.
",63
"Strategic relationships < 20 years
13%
23%
13%
10%
",63
" ADIDAS AND REEBOK LICENSEES DIVIDED BY PRODUCT RANGEIN 2016
",63
"We are committed to responsible purchasing practices and 
value long-term and stable business relationships. Around 
41% of our strategic suppliers have worked with  adidas for 
more than ten years and, of these, close to 14% have a tenure 
of more than 20 years.
",63
"Of the 1,038 factories that we worked with in 2016, 107 suppliers 
are treated as long-term strategic partners. Together, these 
strategic suppliers account for approximately 81% of all  adidas 
production (by volume) and for 90% of all footwear production.
",63
"At the end of 2016,  adidas worked with 61 licensees whose 
suppliers manufactured products in 377 factories across 
48 countries.
",63
"As shown in the table below, there is only a slight decrease in 
the number of licensee factories compared to last year.
",63
"NUMBER OF FACTORY AUDITS/VISITS AND TRAINING SESSIONS 1
",64
" Factory visits (audits + trainings)  Training sessions
 
1  Includes multiple audits/visits to the same factory conducted by the  adidas SEA team and external monitors, 
but excludes FLA audits. Includes audits in licensee factories; visits involving management and worker inter-
views, document review, facility inspections, and training on-site.
",64
"NUMBER OF FACTORY AUDITS/VISITS 
AND TRAINING SESSIONS
",64
"During 2016, 1,225 factory visits (including 989 factory audits) 
were undertaken.
",64
"These visits involved various types of audits, Strategic Compliance 
Plan discussions, project work, and project meetings with factory 
management on high-priority issues at different levels in our 
supply chain. Additionally, the SEA team conducted 171 training 
sessions and workshops for suppliers, licensees, workers, and 
 adidas Group employees.
",64
"The number of audits slightly declined, which is in line with an 
overall reduction in the number of factories under audit coverage. 
The increase in the number of trainings by 43%, mainly in Asia, 
is a result of the restructuring of our teams into two specialised 
groups for Monitoring and Advisory. We had more capacities to 
provide considerably more training to our suppliers. While the 
Monitoring team focused solely on auditing, the Advisory team 
supported the factories to execute sustainable remediation plans 
through several meetings, phone calls, and tailored training.
",64
"NUMBER OF TRAINING SESSIONS DIVIDED BY REGION AND TYPE 1
",65
"Fundamental 2
Performance 3
Sustainability 4
Total
",65
"1 Training sessions conducted for suppliers, workers, licensees, agents, and  adidas employees.
2 Fundamental training covers: Workplace Standards & SEA introduction; FFC training; SEA policies & SOPs.
3 Performance training covers: specific labour, health, safety and environmental issues.
4 Sustainability training covers: sustainable compliance guideline & KPI improvement; Factory Self-Audits (factory internal audits).
",65
"NUMBER OF TRAINING SESSIONS DIVIDED 
BY REGION AND TYPE
",65
"Overall, the number of training sessions conducted in 2016 
significantly increased. 3,387 people attended our training 
sessions, 72% more than last year 1. The training offered in 
each region covered basic as well as long-term strategic 
topics.
",65
"The bulk of the increase comes from the Asia region, especially 
related to sustainability training and advisory sessions. As a 
result of the restructuring in Asia, mentioned in the previous 
section, the Advisory team conducted several more tailored 
and in-factory training events compared to previous years. SEA 
generally invites people from several factories together to its 
training, which enables both higher efficiencies and opportunities 
for cross-learning and best practice sharing among suppliers.
",65
"1 In 2016, 3387 people (2015:1,966) participated in these training sessions.
",65
"Initial Assessment 1
Performance Audit 2
Environmental Audits 3
Total
",66
"1 Every new supplier factory has to pass an initial assessment to prove compliance with the Workplace Standards before an order is placed. The data includes both initial assessments and initial assessment follow-ups.
2 Audits conducted in approved supplier factories.
3 Includes HIGG audits, specific Chemical Management audits, and environmental audits.
4 Includes audits done in licensee factories. In addition, there was a considerable number of full environmental assessments conducted for selected suppliers in Asia. 
",66
"In 2016, the SEA team conducted 989 social compliance and 
environmental audits, using in-house technical staff as well 
as external third-party monitors commissioned by  adidas 
business entities and licensees.
",66
"The total number of initial assessments  the first approval 
stage for new-entry factories  decreased further by 25% 
compared to 2015, which is related to the consolidation of 
suppliers and the use of existing suppliers by our sourcing 
organisation instead of on-boarding new ones. Performance 
audits at our current suppliers also showed a decline of 11%, 
reflecting the decline in the number of suppliers, as well as 
the increase in the number of suppliers that were enrolled 
into our self-governance programme. While the declines were 
quite consistent in each region, there were also country-specific 
cases. SEA conducted several additional audits in Brazil in 2015 
in support of government investigations into working conditions, 
which stopped in 2016. On the other hand, the total number of 
environmental audits increased slightly (by 4%) compared to the 
previous year due mainly to the increase in HIGG environmental 
assessments. 
",66
"In addition to these audits, compliance staff conducted multiple 
supplier site visits to discuss specific remedial issues, to follow 
up on project work, or to conduct training sessions. Therefore, 
the general decrease in the number of audits was complemented 
by an overall increase in training sessions and factory visits by 
the SEA team.
",66
"There were a total of 213 initial assessments (including initial 
assessment follow-ups), 84% of which were undertaken in Asia, 
with China accounting for 46% of these assessments. Overall, 
39% of all candidate factories either were rejected outright or 
were rejected for failure to remediate threshold issues in a timely 
manner. For further information, please see data on termination 
and rejection 
 see page 74. 
",66
"A total of 41% (2015: 49%) of all active suppliers were audited in 
2016. High-risk countries 1 in Asia , the major sourcing region 
for  adidas, received extensive monitoring in 2016 with an audit 
coverage that was close to 65%. It is important to mention 
that our compliance database also includes suppliers located 
in low-risk countries as well as suppliers designated as low 
priority, mainly referring to subcontractors making non-core 
components for a finished product. While we include these types 
of suppliers in our database to achieve greater visibility of our 
supply chain, they are currently excluded from our monitoring 
activities. Consequently, audit coverage would be higher if 
only high-risk countries were taken into consideration. Higher 
performing suppliers (those which have demonstrated robust 
management systems) may achieve self-governance status, 
which is rewarded with a reduced frequency in external audits. 
",66
"Our monitoring programme is characterised by a risk 
management approach, which means that we do not envisage 
100% audit coverage in every country where our factories are 
located. Although there has been a decline in audit coverage 
in some countries, the intensity of engagement with factories 
has increased, particularly in respect of those suppliers with 
problematic or open threshold issues, or those in need of support 
to improve their management systems.
",66
"1  High-risk countries in Asia include China, Hong Kong, Macao, Vietnam, Bangladesh, Cambodia, India, 
Indonesia, Laos, Malaysia, Mauritius, Myanmar, Pakistan, Philippines, Singapore, Sri Lanka, Thailand.
",66
"NUMBER OF AUDITS IN LICENSEE FACTORIESBY AUDIT TYPE
",68
"Initial Assessments
Performance Audits
Environmental Audits
Total
",68
"NUMBER OF AUDITS CONDUCTED IN LICENSEE FACTORIES 1
",68
"Region
Initial Assessment 2
Performance Audit 3
Environmental Audits 4
Total
",68
"1  This may include factories that produce both for  adidas directly and for licensees/agents.
2  Every new factory has to pass an initial assessment to prove compliance with the Workplace Standards before an order is placed.
3  Audits conducted in approved factories.
4  Includes HIGG audits, environmental audits and Chemical Management audits.
",68
"The number of audits in factories manufacturing goods for 
licensees has decreased slightly in line with the decrease in 
the number of licensee factories.
",68
"Please note that the table below includes factories that are 
shared by  adidas and licensees, and can list audits that are 
undertaken in  adidas factories as well.
",68
"TOP 10 LABOUR NON- COMPLIANCE FINDINGS IDENTIFIED IN 
FACTORIES DURING INITIAL ASSESSMENTS AND INITIAL ASSESSMENT 
FOLLOW-UPSIN 2016
",69
"1  General Principle covers company policies, employee handbook, management attitude and transparency, 
employment contracts, and filing systems.
2  Disciplinary Practices covers disciplinary policy, procedures and recordings, training, effective grievance 
systems, and non-retaliation policy.
3  Child and Juvenile Labour covers management systems, policies and practices to prevent the employment 
of child labour, and the necessary protections for juvenile workers, if they are of a legal age to work. The 2% 
shown here mainly points to the lack of effective management systems to prevent child labour or manage 
juvenile labour, not the existence of children at the factories.
4  Forced and Compulsory Labour covers management systems to prevent forced and compulsory labour, prison 
labour, slavery and trafficking, forced overtime, lack of freedom of movement, retention and documents, 
recruitments agents, and fees.
5  Other refers to, for example, HR Management and privacy issues.
",69
"NON-COMPLIANCES IDENTIFIED DURING 
PRE-SCREENING OF SUPPLIER FACTORIES
",69
"Our suppliers are evaluated against a number of critical 
compliance issues. While zero tolerance issues  such as 
forced labour practices  immediately disqualify a factory 
from further consideration, threshold issues trigger rejection 
at new factories, but can be addressed in a specified timeframe 
at existing factories. 
",69
"The charts in this section illustrate these non-compliance 
findings that were identified during the pre-screening of 
suppliers in initial assessments and initial assessment 
follow-up visits conducted at prospective new factories in 
2016. A supplier must resolve identified issues before it can 
be accepted into the  adidas supply chain.
",69
"The first chart presents the labour-related non-compliances 
identified in supplier factories. More than two thirds of the 
labour-related findings fall into the top three broad categories: 
Wages, Benefits, and Working Hours/Overtime. Wages 
covers  among other things  policies and practices in the 
factory for the timely and full payment of wages, overtime 
payments, and deductions. Benefits relates mainly to policies 
and practices for benefits, social and medical insurances, 
leave, and public holidays. Working hours/Overtime covers 
management systems for working hours, policies and practices, 
excessive working hours, regular and overtime working hours 
as well as rest days.
",69
"Besides identifying non-compliances with our Workplace 
Standards at factories,  adidas compliance team focuses on 
the existence and implementation of management systems on 
the suppliers side. The team identifies any gaps in policies and 
procedures related to specific areas such as forced labour, child 
labour, freedom of association, or discrimination. As a result, 
the percentages shown indicate the systemic shortcomings of 
newly proposed suppliers rather than the confirmed presence of 
specific non-compliances, such as child labour (see footnote 3).
",69
"The second chart shows the health & safety non-compliances 
identified during the pre-screening of new supplier factories. 
Fire and electrical safety are critical areas for any potential new 
supplier and together accounted for 21% of the non-compliances 
identified in 2016. The way chemicals were stored and used, 
including the presence of banned chemicals, accounted for 15% 
of non-conformances reported. A further 14% of the findings 
related to management systems, policies and procedures, and 
specifically a lack of conformance with our Workplace Standards 
and expectation for effective health & safety systems, including 
the recruitment and retention of qualified safety staff.
",69
"TOP 10 HEALTH & SAFETY NON- COMPLIANCE FINDINGS IDENTIFIED IN 
FACTORIES DURING INITIAL ASSESSMENTS AND INITIAL ASSESSMENT 
FOLLOW-UPSIN 2016
",69
"1  For example, occupational hazards risks, personal protective equipment, ergonomics and housekeeping.
",69
"KPI Unit of Measure  Average score in %
2016
2015
2014
",70
"Management commitment and responsiveness
63.67
65.27
62.69
",70
"Worker-management communication and industrial 
relations
77.84
77.77
75.23
",70
"Compliance training for workers and management
73.94
76.99
74.64
",70
"Transparency in communication and reporting
81.00
82.22
80.90
",70
"The calculation method was changed in 2012 to better reflect actual supplier performance. Numbers are calcu-
lated using the latest KPI assessment rating of each active supplier.
",70
"KEY PERFORMANCE INDICATOR (KPI) 
ASSESSMENT: C-RATING AND E-RATING
",70
"We audit our suppliers regularly against our Workplace 
Standards and rate them according to their performance. To 
do so, we have established an innovative way to rate suppliers 
on their ability to deliver fair, healthy, and environmentally 
sound workplace conditions.
",70
"Social Compliance Rating (C-KPI)
The following table shows the average assessment score by 
unit of measure for active suppliers. Each unit of measure is 
scored out of 100%. Compared to 2015, the average score of 
all C-KPI units of measure, except for worker-management 
communication and industrial relations, decreased in 2016. 
This reflects the efforts by the newly created Monitoring team 
in Asia who conducted more frequent and more in-depth KPI 
assessments, which triggers corresponding remedial action and 
support by a dedicated Advisory team.
",70
"Generally, newly assessed factories start with a relatively low 
KPI score (typically 2C) and over a period of years they build 
and improve their management systems and compliance 
performance. The presence of repetitive or serious threshold 
issues can however trigger even lower performance. This is 
reflected, for example, in those suppliers receiving a 1C score, 
which means they are at risk of termination.
",70
"The bar graph below shows comparable data for the past three 
years using this rating classification. 
",70
"In 2016, the number of 1C category suppliers, which represent the 
lowest performing factories with serious issues and very weak 
commitment to compliance, remained at 1% of the KPI-assessed 
factories. Such factories are given a one-year grace period to 
move up a grade or have their services terminated. Since 2013, 
there has been a focused effort to improve the 2C factories, 
which led to a 11% reduction of suppliers in this category. 
",70
"67% of our direct suppliers had ratings of 3C or better, which 
represents an increase of 3% compared to 2014, although it 
has fallen marginally by 2% compared to last year. For the 4C 
factories, we see a 7% decline (23% vs 16%) in the number of 
suppliers in this self-governance rating classification. The main 
reason for this is that some factories struggled to maintain their 
high performance due to turnover in their in-house compliance 
teams and the more robust and in-depth KPI assessments 
being conducted by SEA, including an increased frequency of 
unannounced audits.
",70
"It is worth noting that the number of factories that are subject 
to C-KPI ratings has remained relatively stable at around 45% of 
the global supply chain for the last three years. These factories 
represent our long-term strategic partners.
",70
"PERCENTAGE OF KPI-ASSESSED FACTORIES BY C-RATINGIN %
",70
" 2014  2015  2016
To best reflect actual supplier performance, numbers are calculated using the latest KPI assessment rating 
of each active supplier.
",70
"1C
0  29%
There are numerous severe non-compliance issues. There are no compliance management and compliance practices in place. The factory has been given notice 
that business will be terminated unless there is immediate improvement.
",70
"2C
30  59%
There are some non-compliance issues and no compliance management systems. However, there are some effective compliance practices being delivered.
",70
"3C
60  79%
There are minor non-compliance issues. The factory has compliance management systems and some effective compliance practices in place.
",70
"4C
80  89%
Generally there are no non-compliance issues. The factory has compliance management systems in place, and most of the components are effective.
",70
"5C
90  100%
There are no non-compliance issues and all of the factorys management systems and practices are well delivered and effective.
",70
"In 2016, we made significant changes to the way we monitor the 
environmental performance of our suppliers by introducing 
the enhanced eKPI 2.0 tool. This performance-driven tool 
provides greater transparency into our suppliers actual 
consumption of water, waste and energy. 
",71
"We developed three distinct supplier benchmark groups for 
apparel, footwear, and accessories & gear that allow us to 
compare supplier facilities and performance. The groups 
benchmark uses 2014 verified performance data to set both 
individual performance targets in water, waste, and energy as 
well as their groups overall 20% reduction target. To measure 
and evaluate our suppliers progress against their set targets, we 
use an online tool and environmental scorecard that shows their 
achievement in each of the four environmental strategic targets. 
",71
"This approach allows us to tailor individual reduction plans 
according to suppliers needs in relation to their actual usage 
of water, waste, and energy as well as specified trainings and 
performance reviews that match their respective situation. 
 eKPI 2.0 SUPPLIER SCORECARD
",71
"Data and trends from our newly enhanced eKPI scorecard will 
be included in our 2017 annual reporting cycle.
",71
"1 As part of the FLA membership; the numbers include Independent External Verification audits.
",72
"In 2016, the Fair Labor Association (FLA) conducted four 
factory assessments or remediation verification exercises 
using the methodology from the Sustainable Compliance 
Initiative (SCI).
",72
"Since joining the FLA in 1999, more than 300 independent 
external audits and verification visits have been conducted at 
 adidas suppliers. The number of conventional independent 
monitoring visits conducted by FLA accredited monitors has gone 
down over the years. This is because of a shift from conventional 
monitoring activities to engaging in value-added FLA projects 
that focus on reducing and eliminating chronic non-compliance 
issues or improving monitoring methodologies. One such activity 
since 2015 was the implementation of the FLA strategic plan to 
evaluate the compensation code element in practice by affiliated 
companies. 
",72
"In 2016, four sustainable compliance initiative (SCI) audits were 
conducted at factories in Bangladesh, China, India, and Thailand. 
The remainder of our 2016 audit obligation was directed to the 
ongoing implementation of the FLA Fair Compensation Strategy, 
including wage data gathering exercises in several countries. 
This wage data collection work in 2016 contributed to the FLAs 
first annual report on compensation. This report presents 
the factory findings from data collection efforts in the supply 
chains of FLA participating companies, covering 124 factories 
in 21 countries. The Fair Compensation Strategy and the 3-year 
implementation plan are mandatory requirements for FLA 
participating companies and accredited programmes. 
",72
"In 2017, the FLA will continue to focus on fully implementing 
the FLAs Core programme, creating a safe space for thought 
leadership, improving the representation of its stakeholder 
groups, and strengthening the organisational foundation. 
Additionally, the FLA will explore opportunities for convergence 
with other multi-stakeholder initiatives and the work being done 
to confront the most challenging issues with respect to workers 
rights. 
",72
"NUMBER OF WARNING LETTERS ISSUED TO  ADIDAS SUPPLIERS BY REGION 1
",73
"1st warning
2nd warning 
 
3rd and final warning 
(recommended termination)
Total  
warning letters
",73
"1  Including warning letters issued by licensees and agents, but excluding warnings to main suppliers for the non-disclosure of subcontractors, which are issued either directly through business entities or by the   adidas legal 
department where there is a breach of contract obligations under a manufacturing agreement.
",73
"Warning letters are an essential part of our enforcement 
efforts and are triggered when we find ongoing serious 
non-compliance issues that need to be addressed by our 
suppliers. In 2016, we issued a total of 31 warning letters 
across 11 countries.
",73
"The largest number of warning letters continue to be issued in 
Asia, where more than 60% of all supplier factories are located. 
Compared to the previous year, the overall number of first 
warning letters decreased significantly by 37%. The total number 
of second warnings decreased slightly in 2016, with seven letters 
 being issued. Suppliers who receive second warning letters are 
only one step away from being notified of possible termination 
of the manufacturing agreement and receive focused monitoring 
by the SEA team. The number of third warning letters issued to 
business partners (which result in factory terminations) went up 
to five in 2016. The majority of these terminations were managed 
directly by our licensee business partners as part of their parallel 
compliance activities.
",73
"It is difficult to generalise about the grounds for a warning letter 
as it may be issued for a single unresolved non-conformance 
or for multiple breaches of our Standards. The range of issues 
that resulted in warning letters in 2016 included poor fire safety 
practices, receipt of wages, social & medical insurance, hazardous 
chemicals, excessive overtime, deductions, transparency, and 
safety controls in high-risk areas.
",73
"NUMBER OF BUSINESS RELATIONSHIP TERMINATIONS DUE TO 
COMPLIANCE PROBLEMS
",74
"WORLDWIDE REJECTIONS AFTER INITIAL ASSESSMENT DUE TO 
COMPLIANCE PROBLEMS
",74
"Total number of  
first time rejections 1
 71
101
104
",74
"1  Factories that were directly rejected after a first visit, i. e. with no chance of being visited a second time, and 
factories that were rejected after initial assessments but which were given a chance for a second visit.
2  Factories that were directly rejected after a first visit, i. e. with no chance of being visited a second time, and 
factories that were rejected after being visited a second time.
",74
"We work closely with our suppliers to help them improve 
their performance. However, where we face situations of 
severe or repeated non-compliance, we can and do terminate 
business relationships with suppliers. In 2016, we terminated 
agreements with ten suppliers for compliance reasons.
",74
"We also work closely with the global Product Operations and 
other business entities to pre-screen potential new suppliers. 
If our initial assessments uncover zero tolerance or threshold 
issues, suppliers are rejected.
",74
"In 2016, initial assessments were conducted in 184 factories, 
and 71 factories were either rejected directly after the initial 
assessment identified zero tolerance issues, or were rejected 
with a second visit due to identification of one or more threshold 
issues, which means they were rejected but given the chance 
to remediate the non-compliance issues within a specific 
timeframe. Overall, the first time rejection rate of 39% of all 
new factories visited was less than the previous year. 
",74
"In addition to the first time rejection rate, we also capture the 
final rejection rate. This covers factories directly rejected after 
the first visit that have no chance of a second visit as well as 
factories rejected after being visited a second time. At the end 
of 2016, we had a final rejection rate of 4%. This shows the 
importance and impact of pre-approval screening as well as 
the effort taken by the suppliers to resolve issues and come into 
conformance with our Workplace Standards. The remediation 
of factory issues is beneficial for workers as it raises the bar 
in terms of better and timelier pay, improved benefits, reduced 
hours, and the legal protection of formal employment contracts 
as well as significant improvements in basic health & safety 
within the workplace. 
",74
"Suppliers who have threshold issues (which are serious but 
correctable non-compliances) are normally given three months 
to remediate those issues before being re-audited for final SEA 
acceptance. 
",74
"CERTIFICATION OF ATHLETIC FOOTWEAR SUPPLIERS PRODUCING  
FOR THE INTERNATIONAL EXPORT MARKETIN %
",75
"CERTIFICATIONS OBTAINED BY ATHLETIC FOOTWEAR SUPPLIER SITES  
PRODUCING FOR THE INTERNATIONAL MARKET 1
",75
"1  Excluding factories from the Rockport business segment and licensee factories.
2  The site is subject to regular occupational health & safety inspections by authorities, although it does not hold a formal OHSAS 18001 certification.
3  Health and Safety Management System in place that is regularly inspected by local authorities.
",75
"CERTIFICATIONS OBTAINED BY ATHLETIC 
FOOTWEAR SUPPLIER SITES PRODUCING 
FOR THE INTERNATIONAL MARKET
",75
"In 2016, we worked with 33 athletic footwear suppliers who are 
certified in accordance with the International Environmental 
Management Standard ISO 14001 and/or the Workplace 
Health and Safety Management Standard OHSAS 18001. These 
suppliers produced around 96% of  adidas global athletic 
footwear sourcing volume.
",75
"Since we have limited control over the direct environmental 
impacts of the manufacturing process and how our suppliers act, 
the best way to influence them is to encourage the introduction 
of environmental management systems, and we have made 
implementing such a system mandatory for all our core 
suppliers. In order to achieve a certification for a management 
system, it requires factory managers to plan, manage, and review 
their own environmental performance.
",75
"FREIGHT TYPES USED TO SHIP  ADIDAS AND REEBOK PRODUCTS 1
",76
"1  Figures are expressed as a percentage of the total number of products transported. Data covers products 
sourced through Global Operations, excluding local sourcing.
2  Accessories & gear (including caps and socks; in 2015, this category was reclassified and moved from apparel 
to hardware).
",76
"FREIGHT TYPES USED TO SHIP  ADIDAS 
AND REEBOK PRODUCTS
",76
"In 2016, we again tracked the environmental impact related 
to the transport of our goods. 2016 was quite stable with a 
small reduction in truck freight in Apparel and Hardware and 
a slight increase in air freight throughout categories. All in 
all, the vast majority of our shipments are via sea freight.
",76
"2016 is the year of our biggest success so far: we achieved an 
all-time low of an average 14 grams of VOCs per pair of shoes. 
Starting with 14.8 grams of VOCs in January we ended up with 
13.2 grams of VOCs in December. Performance improvement 
in every single country compared to 2015 shows that this is 
the result of hard work and a true commitment across our 
entire manufacturing base.
",76
"VOCs, which are typically found in solvents used in our 
manufacturing process, can  in high concentration  cause 
breathing difficulties and other health problems for production 
workers. For this reason, we have been requesting for more than 
a decade that our footwear suppliers significantly reduce the use 
of VOCs in their manufacturing.
",76
"By applying innovative as well as environmentally sound bonding 
and priming technologies while following the  adidas guidelines 
on the use of chemicals, our athletic footwear suppliers have 
been able to reduce the use of VOCs from well above 100 grams 
per pair to below 14 grams.
",76
"REDUCTION OF VOC EXPOSURE IN GRAMS/PAIR OF ATHLETIC 
SPORTS SHOES
",76
"Since its launch in 2008, the Green Company programme has 
continuously improved our environmental impacts across all 
our own sites, including administrative offices, production 
facilities and distribution centres. Building on eight years of 
achievement, the new 2020 targets that are fully embedded in 
our overall sustainability strategy demonstrate our continued 
focus on environmental leadership within our industry and 
raise the bar to new and more ambitious levels.
",77
"In 2016, a total of 62 adidas corporate sites reported data. Out 
of these, 14 sites reported data for the first time. In order to 
minimise data errors, and ensure data quality and validity, the 
results of these 14 sites were not taken into consideration for 
the final KPI calculation, but will be included as of their second 
year of reporting.
",77
" 
Achieve a 
3% absolute 
annual reduction 
in Scope 1 and 
Scope 2 CO 
emissions
",77
" 
Achieve 
water savings  
of 35% 
per employee 
using localised 
water reduction 
goals 
(2008 baseline)
",77
"Reduce paper 
consumption 
per employee by 
75% 
(2008 baseline)
",77
" 
No plastic bags 
at retail point 
of sale
 
LEED Gold 
certification 
for new flagship 
fit-outs
",77
"Note: Target achievement date is always 12/2020 unless stated otherwise.
",77
"  Read more about the progress towards these targets  
",77
"  For more details, please see our 2016 Green Company 
Performance Analysis, available on our website
",77
"AGGREGATED RESULTS 20082016: OVERVIEW OF TARGET DEVELOPMENT PER TYPE OF SITE
",78
"Target follow-up 
per type of site
Energy savings 
MWh/m
Carbon savings 
t
Water savings 
m/person
Household waste reduction 
t/person
Paper savings 
t/person
",78
"Target results for 2016 per type of site 
 Annual linear target achieved  Annual linear target not achieved
",78
"The following table shows our 2016 performance for energy 
consumption, carbon emissions, water consumption, household 
waste, and paper consumption for the different administration 
offices, own production sites, and distribution centres.
",78
"ENVIRONMENTAL DATA 2016 COMPANY-WIDE FOR ALL LOCATIONS REPORTING  
(INCLUDING 48 SITES)
",78
"Environmental data 2016
Total energy consumption 
(MWh)
Total carbon emissions 
(tonnes)
Total water consumption  
(m)
Total household waste 
(tonnes)
Total paper consumption 
(tonnes)
",78
"Administration offices (total)
99,772
22,546
241,084
1,280
163
",78
"Note: All values in this table are shown as rounded values. Total values can differ from actual sum due to decimal place of individual values.
",78
"Location
Region
Management system standard
Certified since
",79
" adidas central management for Green Company, Herzogenaurach, Germany
GLOBAL
ISO 14001
ISO 50001
BS OHSAS 18001
2010
",79
" adidas Office, Portland, USA
AMERICAS
ISO 14001
2010
",79
"Reebok Headquarters, Canton, USA
AMERICAS
ISO 14001
2010
",79
"TaylorMade- adidas Golf Headquarters, Carlsbad, USA 
AMERICAS
ISO 14001
2010
",79
" adidas Distribution Centre, Spartanburg, USA
AMERICAS
ISO 14001
2010
",79
"CCM Hockey Headquarters and Distribution Centre, Montreal, Canada
AMERICAS
ISO 14001
2010
",79
" adidas Headquarters, Herzogenaurach, Germany  
(incl. the sites World of Sports, World of Global IT, Adi-Dassler-Platz)
EMEA
ISO 14001
ISO 50001
BS OHSAS 18001
2011
",79
"Sports Licensed Division Factory, Indianapolis, USA
AMERICAS
ISO 14001
ISO 50001
BS OHSAS 18001
2011
",79
" adidas Footwear Factory, Scheinfeld 1, Germany
EMEA
ISO 14001
ISO 50001
BS OHSAS 18001
1998; 2012
",79
" adidas European Distribution Centre, Scheinfeld 2, Germany
EMEA
ISO 14001
ISO 50001
BS OHSAS 18001
2013
",79
" adidas Area Distribution Centre, Uffenheim, Germany
EMEA
ISO 14001
ISO 50001
BS OHSAS 18001
2013
",79
" adidas Office, Stockport, United Kingdom
EMEA
ISO 14001
2013
",79
" adidas Distribution Centre, Manchester, United Kingdom
EMEA
ISO 14001
2013
",79
" adidas, Central Distribution Centre, Rieste, Germany
EMEA
ISO 14001
ISO 50001
BS OHSAS 18001
2014
",79
" adidas Distribution Centre Langensteinach, Uffenheim, Germany
EMEA
ISO 14001
ISO 50001
BS OHSAS 18001
2016
",79
"Stores in the following Western European countries are certified to ISO 50001: Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Finland, Germany, Greece, Hungary, Latvia, Lithuania, Netherlands, 
Poland, Portugal, Slovakia, Slovenia, and Sweden. Other countries are awaiting the results of ongoing energy audits.
",79
"The Green Company initiative has been the driver for successfully 
implementing tools that help us to continuously reduce the 
environmental impacts of our corporate sites. One of them is our 
Integrated Management System (IMS). In 2016, we expanded our 
scope to a fully integrated system. Bringing three management 
systems under one roof (ISO 14001, ISO 50001 and BS OHSAS 
18001), the Integrated Management System (IMS) allows us 
to manage initiatives related to environment, energy, and 
occupational health & safety in a single system. 
",79
"By defining clear procedures and responsibilities that promote 
efficient and eco-friendly operations, IMS enables us to improve 
our risk management and accident prevention to create a safer 
work environment.
",79
"1  At year-end. Figures reflect continuing operations as a result of the divestiture of the Rockport business.
2 Number of employees on a headcount basis. 
3  Calculated in accordance with German Act on Equal Participation of Women and Men in Executive Positions 
in the Private and Public Sector in Germany.
",80
"1 At year end.
2 Middle East, Africa and Other Asian Markets
",80
"In 2016, adidas saw a further increase in its global employee 
base. On 31 December 2016, the company had 60,617 
employees, which represents an increase of 9% compared 
with 55,555 in the previous year.
",80
"New hirings related to the companys global marketing and sales 
organisation aimed at further strengthening key growth areas 
and categories were the main drivers of this development. On a 
full-time equivalent basis, our company had 51,899 employees 
on 31 December 2016 (2015: 47,435).
",80
"HEALTH & SAFETY STATISTICS FOR OUR MAIN ADMINISTRATION OFFICES, PRODUCTION SITES AND DISTRIBUTION CENTRES 
",81
"Injuries with 
>1 lost day
Lost days due 
to injury
Number of 
employees
Injuries with 
>1 lost day
Lost days due 
to injury
Number of 
employees
Injuries with 
>1 lost day
Lost days due 
to injury
Number of 
employees
",81
"Health & Safety data 20142016 company-wide for locations reporting.
",81
"1 Number of workplaces, as actual number of employees is not available
",81
"Injuries with 
>1 lost day
Lost days due 
to injury
Number of 
employees
Injuries with 
>1 lost day
Lost days due 
to injury
Number of 
employees
Injuries with 
>1 lost day
Lost days due 
to injury
Number of 
employees
",82
"Injuries with 
>1 lost day
Lost days due 
to injury
Number of 
employees
Injuries with 
>1 lost day
Lost days due 
to injury
Number of 
employees
Injuries with 
>1 lost day
Lost days due 
to injury
Number of 
employees
",82
"Health & safety data 20142016 company-wide for locations reporting.
 n.r. = not reported
n.a. = not applicable
",82
"Region
Donation requests 
received
Total number of  
projects supported
Units of products  
donated
Volunteer  
hours
",83
"1  Numbers include: brand activities, corporate activities, Reebok Foundation as well as worldwide  adidas Fund activities.
2  Restatement: Due to double counts caused by the data tracking systems, the 2014 donation requests received for the EMEA region had to be corrected.
",83
